section_id,file_id,url,heading_markdown,local_readme_file,heading_level
9,81,https://github.com/christopherwoo/data-science-ipython-notebooks,### theano-tutorials,christopherwoo.data-science-ipython-notebooks.md,3
10,81,https://github.com/christopherwoo/data-science-ipython-notebooks,### deep-learning-misc,christopherwoo.data-science-ipython-notebooks.md,3
11,81,https://github.com/christopherwoo/data-science-ipython-notebooks,## scikit-learn,christopherwoo.data-science-ipython-notebooks.md,2
12,81,https://github.com/christopherwoo/data-science-ipython-notebooks,## statistical-inference-scipy,christopherwoo.data-science-ipython-notebooks.md,2
13,81,https://github.com/christopherwoo/data-science-ipython-notebooks,## pandas,christopherwoo.data-science-ipython-notebooks.md,2
14,81,https://github.com/christopherwoo/data-science-ipython-notebooks,## matplotlib,christopherwoo.data-science-ipython-notebooks.md,2
15,81,https://github.com/christopherwoo/data-science-ipython-notebooks,## numpy,christopherwoo.data-science-ipython-notebooks.md,2
16,81,https://github.com/christopherwoo/data-science-ipython-notebooks,## python-data,christopherwoo.data-science-ipython-notebooks.md,2
17,81,https://github.com/christopherwoo/data-science-ipython-notebooks,## aws,christopherwoo.data-science-ipython-notebooks.md,2
18,81,https://github.com/christopherwoo/data-science-ipython-notebooks,## commands,christopherwoo.data-science-ipython-notebooks.md,2
19,81,https://github.com/christopherwoo/data-science-ipython-notebooks,## misc,christopherwoo.data-science-ipython-notebooks.md,2
20,81,https://github.com/christopherwoo/data-science-ipython-notebooks,## notebook-installation,christopherwoo.data-science-ipython-notebooks.md,2
21,81,https://github.com/christopherwoo/data-science-ipython-notebooks,### anaconda,christopherwoo.data-science-ipython-notebooks.md,3
22,81,https://github.com/christopherwoo/data-science-ipython-notebooks,### pip-requirements,christopherwoo.data-science-ipython-notebooks.md,3
23,81,https://github.com/christopherwoo/data-science-ipython-notebooks,### running-notebooks,christopherwoo.data-science-ipython-notebooks.md,3
24,81,https://github.com/christopherwoo/data-science-ipython-notebooks,## credits,christopherwoo.data-science-ipython-notebooks.md,2
25,81,https://github.com/christopherwoo/data-science-ipython-notebooks,## contributing,christopherwoo.data-science-ipython-notebooks.md,2
26,81,https://github.com/christopherwoo/data-science-ipython-notebooks,## contact-info,christopherwoo.data-science-ipython-notebooks.md,2
27,81,https://github.com/christopherwoo/data-science-ipython-notebooks,## license,christopherwoo.data-science-ipython-notebooks.md,2
1,82,https://github.com/cliffparnitzky/TinyMceContextMenu,# Contao Extension: TinyMceContextMenu,cliffparnitzky.TinyMceContextMenu.md,1
2,82,https://github.com/cliffparnitzky/TinyMceContextMenu,## Installation,cliffparnitzky.TinyMceContextMenu.md,2
3,82,https://github.com/cliffparnitzky/TinyMceContextMenu,## Tracker,cliffparnitzky.TinyMceContextMenu.md,2
4,82,https://github.com/cliffparnitzky/TinyMceContextMenu,## Compatibility,cliffparnitzky.TinyMceContextMenu.md,2
5,82,https://github.com/cliffparnitzky/TinyMceContextMenu,## Dependency,cliffparnitzky.TinyMceContextMenu.md,2
6,82,https://github.com/cliffparnitzky/TinyMceContextMenu,## Screenshot,cliffparnitzky.TinyMceContextMenu.md,2
7,82,https://github.com/cliffparnitzky/TinyMceContextMenu,## Additional information,cliffparnitzky.TinyMceContextMenu.md,2
8,82,https://github.com/cliffparnitzky/TinyMceContextMenu,### Special notes,cliffparnitzky.TinyMceContextMenu.md,3
9,82,https://github.com/cliffparnitzky/TinyMceContextMenu,### Information in the wiki,cliffparnitzky.TinyMceContextMenu.md,3
10,82,https://github.com/cliffparnitzky/TinyMceContextMenu,#### Create a new ...,cliffparnitzky.TinyMceContextMenu.md,4
11,82,https://github.com/cliffparnitzky/TinyMceContextMenu,#### Installation hints,cliffparnitzky.TinyMceContextMenu.md,4
12,82,https://github.com/cliffparnitzky/TinyMceContextMenu,#### Bug report hints,cliffparnitzky.TinyMceContextMenu.md,4
1,83,https://github.com/cloudfoundry/cf-mysql-release,# Cloud Foundry MySQL Service,cloudfoundry.cf-mysql-release.md,1
2,83,https://github.com/cloudfoundry/cf-mysql-release,### Table of contents,cloudfoundry.cf-mysql-release.md,3
3,83,https://github.com/cloudfoundry/cf-mysql-release,## Components,cloudfoundry.cf-mysql-release.md,2
4,83,https://github.com/cloudfoundry/cf-mysql-release,### Proxy,cloudfoundry.cf-mysql-release.md,3
5,83,https://github.com/cloudfoundry/cf-mysql-release,### Dashboard,cloudfoundry.cf-mysql-release.md,3
6,83,https://github.com/cloudfoundry/cf-mysql-release,#### Prerequisites,cloudfoundry.cf-mysql-release.md,4
7,83,https://github.com/cloudfoundry/cf-mysql-release,#### Implementation Notes,cloudfoundry.cf-mysql-release.md,4
8,83,https://github.com/cloudfoundry/cf-mysql-release,### Broker Configuration,cloudfoundry.cf-mysql-release.md,3
9,83,https://github.com/cloudfoundry/cf-mysql-release,#### Require HTTPS when visiting Dashboard,cloudfoundry.cf-mysql-release.md,4
10,83,https://github.com/cloudfoundry/cf-mysql-release,#### Trust Self-Signed SSL Certificates,cloudfoundry.cf-mysql-release.md,4
11,83,https://github.com/cloudfoundry/cf-mysql-release,## Downloading a Stable Release,cloudfoundry.cf-mysql-release.md,2
12,83,https://github.com/cloudfoundry/cf-mysql-release,## Development,cloudfoundry.cf-mysql-release.md,2
13,83,https://github.com/cloudfoundry/cf-mysql-release,## Release Notes & Known Issues,cloudfoundry.cf-mysql-release.md,2
14,83,https://github.com/cloudfoundry/cf-mysql-release,## Deploying,cloudfoundry.cf-mysql-release.md,2
1,84,https://github.com/codertux/hartapoliticii,### Un pic despre harta politicii,codertux.hartapoliticii.md,3
2,84,https://github.com/codertux/hartapoliticii,### Dacă vrei să participi,codertux.hartapoliticii.md,3
1,85,https://github.com/ColeSchaefer/NanoCore-Base-Plugin,# NanoCore Base Plugin,ColeSchaefer.NanoCore-Base-Plugin.md,1
2,85,https://github.com/ColeSchaefer/NanoCore-Base-Plugin,## What it is:,ColeSchaefer.NanoCore-Base-Plugin.md,2
3,85,https://github.com/ColeSchaefer/NanoCore-Base-Plugin,## What is included:,ColeSchaefer.NanoCore-Base-Plugin.md,2
4,85,https://github.com/ColeSchaefer/NanoCore-Base-Plugin,## Source:,ColeSchaefer.NanoCore-Base-Plugin.md,2
5,85,https://github.com/ColeSchaefer/NanoCore-Base-Plugin,## IMPORTANT:,ColeSchaefer.NanoCore-Base-Plugin.md,2
6,85,https://github.com/ColeSchaefer/NanoCore-Base-Plugin,## How to compile your plugin:,ColeSchaefer.NanoCore-Base-Plugin.md,2
1,86,https://github.com/comcc/ZJScrollPageView,# ZJScrollPageView,comcc.ZJScrollPageView.md,1
2,86,https://github.com/comcc/ZJScrollPageView,"#### OC版的简单方便的集成网易新闻, 腾讯视频, 头条 等首页的滑块视图联动的效果, segmentVIew, scrollViewController",comcc.ZJScrollPageView.md,4
3,86,https://github.com/comcc/ZJScrollPageView,### swift版本的请点[这里](https://github.com/jasnig/ScrollPageView),comcc.ZJScrollPageView.md,3
4,86,https://github.com/comcc/ZJScrollPageView,"#### 注意,如果您需要查看详细的注释, 可以下载swift版本里面, 这里很多地方就没有把注释移过来了",comcc.ZJScrollPageView.md,4
5,86,https://github.com/comcc/ZJScrollPageView,## 使用示例效果,comcc.ZJScrollPageView.md,2
6,86,https://github.com/comcc/ZJScrollPageView,## ,comcc.ZJScrollPageView.md,2
7,86,https://github.com/comcc/ZJScrollPageView,### 可以简单快速灵活的实现上图中的效果,comcc.ZJScrollPageView.md,3
8,86,https://github.com/comcc/ZJScrollPageView,## ,comcc.ZJScrollPageView.md,2
9,86,https://github.com/comcc/ZJScrollPageView,### 书写思路移步,comcc.ZJScrollPageView.md,3
10,86,https://github.com/comcc/ZJScrollPageView,### [简书1](http://www.jianshu.com/p/b84f4dd96d0c),comcc.ZJScrollPageView.md,3
11,86,https://github.com/comcc/ZJScrollPageView,## Requirements,comcc.ZJScrollPageView.md,2
12,86,https://github.com/comcc/ZJScrollPageView,## Installation,comcc.ZJScrollPageView.md,2
13,86,https://github.com/comcc/ZJScrollPageView,## usage,comcc.ZJScrollPageView.md,2
14,86,https://github.com/comcc/ZJScrollPageView,#### 特别说明,comcc.ZJScrollPageView.md,4
15,86,https://github.com/comcc/ZJScrollPageView,## ,comcc.ZJScrollPageView.md,2
16,86,https://github.com/comcc/ZJScrollPageView,### 更新说明,comcc.ZJScrollPageView.md,3
17,86,https://github.com/comcc/ZJScrollPageView,"## * 2016/10/28 修复一直bug, 保证了子控制器的生命周期方法被正确调用.",comcc.ZJScrollPageView.md,2
18,86,https://github.com/comcc/ZJScrollPageView,#### 可以设置的style效果,comcc.ZJScrollPageView.md,4
19,86,https://github.com/comcc/ZJScrollPageView,"#### 一. 使用ScrollPageView , 提供了各种效果的组合,但是不能修改segmentView和ContentView的相对位置,两者是结合在一起的",comcc.ZJScrollPageView.md,4
20,86,https://github.com/comcc/ZJScrollPageView,"#### 二 使用 ZJScrollSegmentView 和 ZJContentView, 提供相同的效果组合, 但是同时可以分离开segmentView和contentView,可以单独设置他们的frame, 使用更灵活",comcc.ZJScrollPageView.md,4
21,86,https://github.com/comcc/ZJScrollPageView,### setupSegmentView,comcc.ZJScrollPageView.md,3
22,86,https://github.com/comcc/ZJScrollPageView,### setupContentView,comcc.ZJScrollPageView.md,3
23,86,https://github.com/comcc/ZJScrollPageView,## License,comcc.ZJScrollPageView.md,2
1,87,https://github.com/connorworkman/LightWM,# LightWM,connorworkman.LightWM.md,1
1,88,https://github.com/cpunion/react-web,# React Web [中文](https://github.com/taobaofed/react-web/blob/master/README-zh.md) [![npm version](https://badge.fury.io/js/react-web.svg)](http://badge.fury.io/js/react-web),cpunion.react-web.md,1
2,88,https://github.com/cpunion/react-web,## Examples,cpunion.react-web.md,2
3,88,https://github.com/cpunion/react-web,### Web Examples,cpunion.react-web.md,3
4,88,https://github.com/cpunion/react-web,### Example Source,cpunion.react-web.md,3
5,88,https://github.com/cpunion/react-web,## Adding web to an existing React Native project,cpunion.react-web.md,2
6,88,https://github.com/cpunion/react-web,## Getting Started,cpunion.react-web.md,2
7,88,https://github.com/cpunion/react-web,### Install,cpunion.react-web.md,3
8,88,https://github.com/cpunion/react-web,### Add Webpack configuration,cpunion.react-web.md,3
9,88,https://github.com/cpunion/react-web,#### What does HasteResolverPlugin do?,cpunion.react-web.md,4
10,88,https://github.com/cpunion/react-web,### Require modules,cpunion.react-web.md,3
11,88,https://github.com/cpunion/react-web,#### The CommonJS way,cpunion.react-web.md,4
12,88,https://github.com/cpunion/react-web,#### The Haste way,cpunion.react-web.md,4
13,88,https://github.com/cpunion/react-web,### Fix platform differences,cpunion.react-web.md,3
14,88,https://github.com/cpunion/react-web,### React Native compatible,cpunion.react-web.md,3
15,88,https://github.com/cpunion/react-web,#### Components,cpunion.react-web.md,4
16,88,https://github.com/cpunion/react-web,#### APIs,cpunion.react-web.md,4
17,88,https://github.com/cpunion/react-web,#### Plugins,cpunion.react-web.md,4
18,88,https://github.com/cpunion/react-web,## Scripts,cpunion.react-web.md,2
19,88,https://github.com/cpunion/react-web,## License,cpunion.react-web.md,2
1,89,https://github.com/CraigLiaoBJ/ADClusterMapView,# ADClusterMapView - MKMapView with clustering,CraigLiaoBJ.ADClusterMapView.md,1
2,89,https://github.com/CraigLiaoBJ/ADClusterMapView,## Quick start,CraigLiaoBJ.ADClusterMapView.md,2
3,89,https://github.com/CraigLiaoBJ/ADClusterMapView,### ARC,CraigLiaoBJ.ADClusterMapView.md,3
4,89,https://github.com/CraigLiaoBJ/ADClusterMapView,## Displaying custom MKAnnotationView instances,CraigLiaoBJ.ADClusterMapView.md,2
5,89,https://github.com/CraigLiaoBJ/ADClusterMapView,### Example code:,CraigLiaoBJ.ADClusterMapView.md,3
6,89,https://github.com/CraigLiaoBJ/ADClusterMapView,## Optional delegate methods,CraigLiaoBJ.ADClusterMapView.md,2
7,89,https://github.com/CraigLiaoBJ/ADClusterMapView,### Setting the maximum number of clusters that you want to display at the same time,CraigLiaoBJ.ADClusterMapView.md,3
8,89,https://github.com/CraigLiaoBJ/ADClusterMapView,### Custom MKAnnotationView instance for clusters,CraigLiaoBJ.ADClusterMapView.md,3
9,89,https://github.com/CraigLiaoBJ/ADClusterMapView,### Custom title for clusters,CraigLiaoBJ.ADClusterMapView.md,3
10,89,https://github.com/CraigLiaoBJ/ADClusterMapView,### Set visibility for cluster annotation's subtitle,CraigLiaoBJ.ADClusterMapView.md,3
11,89,https://github.com/CraigLiaoBJ/ADClusterMapView,### Disminish outliers weight,CraigLiaoBJ.ADClusterMapView.md,3
12,89,https://github.com/CraigLiaoBJ/ADClusterMapView,### Animation callback,CraigLiaoBJ.ADClusterMapView.md,3
13,89,https://github.com/CraigLiaoBJ/ADClusterMapView,## Future Work,CraigLiaoBJ.ADClusterMapView.md,2
1,90,https://github.com/crann/angular-ckeditor-directive,###Read Me,crann.angular-ckeditor-directive.md,3
2,90,https://github.com/crann/angular-ckeditor-directive,####Getting Started,crann.angular-ckeditor-directive.md,4
3,90,https://github.com/crann/angular-ckeditor-directive,####Requirements,crann.angular-ckeditor-directive.md,4
4,90,https://github.com/crann/angular-ckeditor-directive,#####Credit,crann.angular-ckeditor-directive.md,5
1,91,https://github.com/crh19970307/android-training-course-in-chinese,# Android官方培训课程中文版(v0.9.5),crh19970307.android-training-course-in-chinese.md,1
2,91,https://github.com/crh19970307/android-training-course-in-chinese,## Github托管主页,crh19970307.android-training-course-in-chinese.md,2
3,91,https://github.com/crh19970307/android-training-course-in-chinese,## 在线阅读,crh19970307.android-training-course-in-chinese.md,2
4,91,https://github.com/crh19970307/android-training-course-in-chinese,### 更新记录,crh19970307.android-training-course-in-chinese.md,3
5,91,https://github.com/crh19970307/android-training-course-in-chinese,## 参与方式,crh19970307.android-training-course-in-chinese.md,2
6,91,https://github.com/crh19970307/android-training-course-in-chinese,## 课程结构,crh19970307.android-training-course-in-chinese.md,2
7,91,https://github.com/crh19970307/android-training-course-in-chinese,## 致谢,crh19970307.android-training-course-in-chinese.md,2
8,91,https://github.com/crh19970307/android-training-course-in-chinese,## License,crh19970307.android-training-course-in-chinese.md,2
1,92,https://github.com/crisamdegracia/js-basics-online-shopping-lab-js-intro-000,# Online Shopping,crisamdegracia.js-basics-online-shopping-lab-js-intro-000.md,1
2,92,https://github.com/crisamdegracia/js-basics-online-shopping-lab-js-intro-000,## Objectives,crisamdegracia.js-basics-online-shopping-lab-js-intro-000.md,2
3,92,https://github.com/crisamdegracia/js-basics-online-shopping-lab-js-intro-000,## Introduction,crisamdegracia.js-basics-online-shopping-lab-js-intro-000.md,2
4,92,https://github.com/crisamdegracia/js-basics-online-shopping-lab-js-intro-000,## Instructions,crisamdegracia.js-basics-online-shopping-lab-js-intro-000.md,2
1,93,https://github.com/Croydon/restart-my-fox,# Restart My Fox,Croydon.restart-my-fox.md,1
2,93,https://github.com/Croydon/restart-my-fox,#### What it does: ,Croydon.restart-my-fox.md,4
3,93,https://github.com/Croydon/restart-my-fox,### About this Add-on:,Croydon.restart-my-fox.md,3
4,93,https://github.com/Croydon/restart-my-fox,###  To build (Platform):,Croydon.restart-my-fox.md,3
5,93,https://github.com/Croydon/restart-my-fox,#### Task Runner (Visual Studio Code):,Croydon.restart-my-fox.md,4
6,93,https://github.com/Croydon/restart-my-fox,##### You must set the version number in the arguments field of tasks.json when bumping the XPI package version.,Croydon.restart-my-fox.md,5
7,93,https://github.com/Croydon/restart-my-fox,#### Build Notes (Visual Studio Code) (Platform):,Croydon.restart-my-fox.md,4
1,94,https://github.com/Crysty-Yui/android-async-http,# Asynchronous Http Client for Android,Crysty-Yui.android-async-http.md,1
2,94,https://github.com/Crysty-Yui/android-async-http,## Changelog,Crysty-Yui.android-async-http.md,2
3,94,https://github.com/Crysty-Yui/android-async-http,## Javadoc,Crysty-Yui.android-async-http.md,2
4,94,https://github.com/Crysty-Yui/android-async-http,## Features,Crysty-Yui.android-async-http.md,2
5,94,https://github.com/Crysty-Yui/android-async-http,## Examples,Crysty-Yui.android-async-http.md,2
6,94,https://github.com/Crysty-Yui/android-async-http,## Maven,Crysty-Yui.android-async-http.md,2
7,94,https://github.com/Crysty-Yui/android-async-http,"## Documentation, Features and Examples",Crysty-Yui.android-async-http.md,2
1,95,https://github.com/ctinnell/swift-java-bridge,# swift-java-bridge,ctinnell.swift-java-bridge.md,1
2,95,https://github.com/ctinnell/swift-java-bridge,## Overview ,ctinnell.swift-java-bridge.md,2
3,95,https://github.com/ctinnell/swift-java-bridge,## Disclaimer,ctinnell.swift-java-bridge.md,2
4,95,https://github.com/ctinnell/swift-java-bridge,## License,ctinnell.swift-java-bridge.md,2
1,96,https://github.com/cushon/retrolambda,# Retrolambda: Use Lambdas on Java 7,cushon.retrolambda.md,1
2,96,https://github.com/cushon/retrolambda,## User Guide,cushon.retrolambda.md,2
3,96,https://github.com/cushon/retrolambda,### Maven Plugin,cushon.retrolambda.md,3
4,96,https://github.com/cushon/retrolambda,### Gradle Plugin,cushon.retrolambda.md,3
5,96,https://github.com/cushon/retrolambda,### Command Line Application,cushon.retrolambda.md,3
6,96,https://github.com/cushon/retrolambda,### Tips,cushon.retrolambda.md,3
7,96,https://github.com/cushon/retrolambda,## Backported Language Features,cushon.retrolambda.md,2
8,96,https://github.com/cushon/retrolambda,## Known Limitations,cushon.retrolambda.md,2
9,96,https://github.com/cushon/retrolambda,## Version History,cushon.retrolambda.md,2
10,96,https://github.com/cushon/retrolambda,### Retrolambda 2.1.0 (2015-12-19),cushon.retrolambda.md,3
11,96,https://github.com/cushon/retrolambda,### Retrolambda 2.0.6 (2015-09-06),cushon.retrolambda.md,3
12,96,https://github.com/cushon/retrolambda,### Retrolambda 2.0.5 (2015-07-19),cushon.retrolambda.md,3
13,96,https://github.com/cushon/retrolambda,### Retrolambda 2.0.4 (2015-07-08),cushon.retrolambda.md,3
14,96,https://github.com/cushon/retrolambda,### Retrolambda 2.0.3 (2015-06-07),cushon.retrolambda.md,3
